step,lane,answer_ce,answer_acc,tail_gate,fill_gate,target_gate,nontarget_gate,decoy_gate
975,srd,2.14654,0.09375,0.842731,0.274503,0.456887,0.496122,0
975,srd_f,2.1477,0.09375,0.817049,0.822747,0.817343,0.818623,0
1000,exact,2.07487,0.15625,0,0,0,0,0
1000,kimi,2.08356,0.15625,0,0,0,0,0
1000,srd,2.08572,0.15625,0.835788,0.274262,0.443267,0.481529,0
1000,srd_f,2.07682,0.1875,0.82009,0.819886,0.812725,0.81812,0
1025,exact,2.07072,0.15625,0,0,0,0,0
1025,kimi,2.04923,0.15625,0,0,0,0,0
1025,srd,2.0485,0.15625,0.829893,0.274534,0.428151,0.464896,0
1025,srd_f,2.04777,0.15625,0.82271,0.81902,0.814231,0.821875,0
1050,exact,2.17181,0.09375,0,0,0,0,0
1050,kimi,2.18174,0.09375,0,0,0,0,0
1050,srd,2.18318,0.09375,0.822042,0.274125,0.414385,0.448806,0
1050,srd_f,2.16103,0.09375,0.818319,0.81819,0.823121,0.815581,0
1075,exact,2.08496,0.15625,0,0,0,0,0
1075,kimi,2.07301,0.09375,0,0,0,0,0
1075,srd,2.07694,0.09375,0.833816,0.325378,0.483484,0.515507,0
1075,srd_f,2.05102,0.15625,0.80906,0.817613,0.825507,0.818316,0
1100,exact,2.16582,0.03125,0,0,0,0,0
1100,kimi,2.12612,0.03125,0,0,0,0,0
1100,srd,2.13167,0.03125,0.871711,0.35838,0.745398,0.77596,0
1100,srd_f,2.1272,0.03125,0.816734,0.816601,0.828057,0.817405,0
1125,exact,2.12651,0.125,0,0,0,0,0
1125,kimi,2.15223,0.09375,0,0,0,0,0
1125,srd,2.14758,0.09375,0.869823,0.308512,0.741292,0.766757,0
1125,srd_f,2.1483,0.09375,0.822426,0.82686,0.815783,0.830753,0
1150,exact,2.01745,0.25,0,0,0,0,0
1150,kimi,2.02464,0.21875,0,0,0,0,0
1150,srd,2.02575,0.15625,0.867901,0.293691,0.720481,0.746222,0
1150,srd_f,2.01862,0.21875,0.808875,0.815291,0.824655,0.824457,0
1175,exact,2.0863,0.15625,0,0,0,0,0
1175,kimi,2.08334,0.15625,0,0,0,0,0
1175,srd,2.08468,0.15625,0.86643,0.287911,0.701285,0.726737,0
1175,srd_f,2.08737,0.15625,0.812543,0.814255,0.810405,0.806368,0
1200,exact,2.1805,0.03125,0,0,0,0,0
1200,kimi,2.17608,0.03125,0,0,0,0,0
1200,srd,2.17219,0.03125,0.864763,0.284648,0.682706,0.7055,0
1200,srd_f,2.16619,0.03125,0.809449,0.813374,0.816525,0.823681,0
1225,exact,2.05312,0.09375,0,0,0,0,0
1225,kimi,2.05932,0.09375,0,0,0,0,0
1225,srd,2.06321,0.09375,0.863404,0.282161,0.668222,0.68798,0
1225,srd_f,2.05401,0.09375,0.809265,0.813173,0.808221,0.808784,0
1250,exact,2.17561,0.1875,0,0,0,0,0
1250,kimi,2.17278,0.09375,0,0,0,0,0
1250,srd,2.17619,0.15625,0.861959,0.2801,0.656854,0.675639,0
1250,srd_f,2.21503,0.1875,0.815938,0.812466,0.814614,0.815166,0
1275,exact,2.12501,0.15625,0,0,0,0,0
1275,kimi,2.12297,0.15625,0,0,0,0,0
1275,srd,2.12629,0.15625,0.86032,0.278289,0.646583,0.665395,0
1275,srd_f,2.07658,0.15625,0.816305,0.811931,0.816677,0.806125,0
1300,exact,2.10416,0.15625,0,0,0,0,0
1300,kimi,2.1063,0.15625,0,0,0,0,0
1300,srd,2.10926,0.15625,0.859021,0.276818,0.635513,0.655519,0
1300,srd_f,2.08141,0.21875,0.813546,0.811766,0.810005,0.801022,0
1325,exact,2.01006,0.28125,0,0,0,0,0
1325,kimi,2.01087,0.28125,0,0,0,0,0
1325,srd,2.01234,0.28125,0.857972,0.276051,0.624344,0.646002,0
1325,srd_f,1.99426,0.34375,0.817017,0.81162,0.81091,0.805722,0
1350,exact,2.15408,0.15625,0,0,0,0,0
1350,kimi,2.15481,0.15625,0,0,0,0,0
1350,srd,2.15816,0.0625,0.856822,0.27568,0.6111,0.635606,0
1350,srd_f,2.12125,0.125,0.805302,0.811228,0.810316,0.809004,0
1375,exact,2.22654,0.15625,0,0,0,0,0
1375,kimi,2.22798,0.15625,0,0,0,0,0
1375,srd,2.22678,0.15625,0.855839,0.275324,0.59874,0.626526,0
1375,srd_f,2.12453,0.15625,0.816876,0.810538,0.814886,0.80888,0
1400,exact,2.11687,0.03125,0,0,0,0,0
1400,kimi,2.11901,0.03125,0,0,0,0,0
1400,srd,2.11686,0.03125,0.85734,0.286526,0.59105,0.620302,0
1400,srd_f,1.96665,0.1875,0.812109,0.810131,0.816999,0.811477,0
1425,exact,2.05179,0.15625,0,0,0,0,0
1425,kimi,2.0531,0.15625,0,0,0,0,0
1425,srd,2.05428,0.15625,0.857578,0.281381,0.633282,0.652483,0
1425,srd_f,1.96266,0.25,0.809158,0.810141,0.807714,0.801412,0
1450,exact,2.09885,0.09375,0,0,0,0,0
1450,kimi,2.10084,0.09375,0,0,0,0,0
